timestamp,house_id,water_level,power_consumption,pump_status,electricity_cost,water_usage
2024-10-01 06:00:00,2,42.77918424929084,44,0,14.94,31.78
2024-10-01 07:00:00,2,45.2490051549557,45,0,9.16,38.24
2024-10-01 08:00:00,2,39.1534792355094,27,0,15.33,39.41
2024-10-01 09:00:00,2,29.335542092217175,38,0,10.53,36.89
2024-10-01 10:00:00,2,43.51259968127522,32,0,12.14,36.43
2024-10-01 11:00:00,2,44.07501177488624,22,1,17.1,31.34
2024-10-01 12:00:00,2,31.124005641112888,37,0,11.66,35.11
2024-10-01 13:00:00,2,25.751281165258334,29,1,13.71,36.81
2024-10-01 14:00:00,2,31.89734247610923,39,1,9.86,38.92
2024-10-01 15:00:00,2,35.426760897114114,40,1,14.36,37.13
2024-10-01 16:00:00,2,36.43312459245574,32,0,14.51,32.73
2024-10-01 17:00:00,2,35.992883519695916,25,0,13.84,38.58
2024-10-01 18:00:00,2,32.76732691679539,40,0,16.06,35.58
2024-10-01 19:00:00,2,23.206912146718114,17,1,12.92,31.05
2024-10-01 20:00:00,2,33.366730439200616,36,0,10.48,37.37
2024-10-01 21:00:00,2,40.04844364566831,37,0,10.37,36.67
2024-10-01 22:00:00,2,32.3178899578845,25,0,16.18,39.49
2024-10-01 23:00:00,2,20.0744879741341,14,0,11.61,39.87
2024-10-01 00:00:00,3,38.98379275122019,36,1,8.99,35.26
2024-10-01 01:00:00,3,41.53165319753915,49,0,13.19,36.84
2024-10-01 02:00:00,3,43.07960484684061,38,0,16.35,33.25
2024-10-01 03:00:00,3,30.86715197660996,20,0,16.46,39.8
2024-10-01 04:00:00,3,48.60274848294864,42,0,17.71,30.37
2024-10-01 05:00:00,3,49.711415390339425,40,0,13.51,30.52
2024-10-01 06:00:00,3,39.415536834342845,50,1,11.64,39.3
2024-10-01 07:00:00,3,42.15957604884442,44,0,16.13,35.27
2024-10-01 08:00:00,3,37.81673581438837,40,1,16.18,35.16
2024-10-01 09:00:00,3,33.657421181889134,36,0,13.93,33.69
2024-10-01 10:00:00,3,41.18102565252303,50,0,13.54,39.41
2024-10-01 11:00:00,3,41.91032950545701,27,0,11.89,39.15
2024-10-01 12:00:00,3,32.21013723503843,21,0,16.43,30.46
2024-10-01 13:00:00,3,20.0,50,1,11.91,38.96
2024-10-01 14:00:00,3,34.11576020595904,25,0,16.02,33.42
2024-10-01 15:00:00,3,27.080453900703457,50,0,15.39,39.17
2024-10-01 16:00:00,3,30.259645107949467,29,0,8.8,30.83
2024-10-01 17:00:00,3,31.034600403517146,34,0,10.94,33.39
2024-10-01 18:00:00,3,20.40592230021887,20,0,16.69,35.43
2024-10-01 19:00:00,3,20.4720974640639,36,1,17.18,35.21
2024-10-01 20:00:00,3,31.458348029224304,48,1,13.42,30.67
2024-10-01 21:00:00,3,35.685710504833,22,0,16.09,32.85
2024-10-01 22:00:00,3,24.042667750976225,25,0,15.99,30.38
2024-10-01 23:00:00,3,22.19336717748719,33,0,9.83,35.72
2024-10-01 00:00:00,4,36.44645697414237,29,0,13.88,30.62
2024-10-01 01:00:00,4,32.50932706215298,28,0,10.72,39.82
2024-10-01 02:00:00,4,40.97298286595882,49,0,14.73,35.48
2024-10-01 03:00:00,4,39.27584812679834,22,0,15.13,39.79
2024-10-01 04:00:00,4,44.02572019039891,26,0,8.72,38.22
2024-10-01 05:00:00,4,41.64452650156682,41,0,9.27,34.06
2024-10-01 06:00:00,4,46.76539452808969,38,0,9.67,38.67
2024-10-01 07:00:00,4,43.735840957754476,33,1,8.15,35.6
2024-10-01 08:00:00,4,42.02931708621284,23,1,10.41,39.94
2024-10-01 09:00:00,4,49.018772130180984,21,0,17.54,33.83
2024-10-01 10:00:00,4,40.06247948006008,15,0,9.22,38.19
2024-10-01 11:00:00,4,47.88148900494813,35,0,17.88,37.29
2024-10-01 12:00:00,4,33.33704932512101,38,0,12.46,36.64
2024-10-01 13:00:00,4,32.093934298114,18,0,14.02,36.91
2024-10-01 14:00:00,4,20.808527007016274,45,0,13.73,37.12
2024-10-01 15:00:00,4,37.30842528629817,46,0,12.85,32.77
2024-10-01 16:00:00,4,21.966915842534437,14,0,8.57,31.21
2024-10-01 17:00:00,4,25.665935226937542,30,0,14.55,31.96
2024-10-01 18:00:00,4,21.402393386583093,16,0,9.82,39.74
2024-10-01 19:00:00,4,31.37362190359043,41,0,15.2,32.92
2024-10-01 20:00:00,4,32.52484412380491,22,0,8.39,36.55
2024-10-01 21:00:00,4,27.610021286774113,33,1,17.54,35.55
2024-10-01 22:00:00,4,25.528907294911576,42,1,14.38,35.65
2024-10-01 23:00:00,4,29.412009834821454,49,0,17.26,38.57
2024-10-01 00:00:00,5,44.478203904565746,28,1,16.51,34.64
2024-10-01 01:00:00,5,38.459215634856726,14,0,9.71,38.95
2024-10-01 02:00:00,5,34.32137292067394,11,1,11.59,31.01
2024-10-01 03:00:00,5,45.505507481276105,43,0,11.79,31.51
2024-10-01 04:00:00,5,42.49617836331879,48,1,12.29,31.73
2024-10-01 05:00:00,5,31.354257860304834,27,1,13.6,38.31
2024-10-01 06:00:00,5,46.81735652478868,17,0,9.66,34.55
2024-10-01 07:00:00,5,36.5780773670587,24,1,16.75,38.15
2024-10-01 08:00:00,5,36.11192427206593,36,1,10.25,38.77
2024-10-01 09:00:00,5,39.31675504533516,25,0,15.56,37.42
2024-10-01 10:00:00,5,46.550089899769326,50,1,15.27,37.07
2024-10-01 11:00:00,5,46.064834415746525,36,0,16.75,39.35
2024-10-01 12:00:00,5,29.80327001977569,41,0,11.8,38.94
2024-10-01 13:00:00,5,27.535453371957427,31,1,14.07,34.1
2024-10-01 14:00:00,5,25.363882964620547,27,1,14.22,30.4
2024-10-01 15:00:00,5,29.634556109561434,44,1,16.6,35.47
2024-10-01 16:00:00,5,34.31336613626505,18,0,15.9,33.76
2024-10-01 17:00:00,5,25.29382986545859,23,1,16.67,39.18
2024-10-01 18:00:00,5,32.960676662836505,33,0,10.36,39.7
2024-10-01 19:00:00,5,27.51855082120361,15,0,13.07,36.03
2024-10-01 20:00:00,5,28.017268045089743,10,0,11.68,30.07
2024-10-01 21:00:00,5,28.416466892372764,25,1,16.23,37.6
2024-10-01 22:00:00,5,26.883368026987462,36,1,15.14,39.62
2024-10-01 23:00:00,5,37.400862688750195,43,1,9.42,35.34
2024-10-02 00:00:00,1,40.4260492232169,15,0,9.08,35.02
2024-10-02 01:00:00,1,31.00142670324069,41,0,11.76,33.96
2024-10-02 02:00:00,1,47.215390047021586,10,1,13.39,30.96
2024-10-02 03:00:00,1,36.19190989707667,36,0,9.62,37.12
2024-10-02 04:00:00,1,35.76948728576527,20,0,17.41,38.9
2024-10-02 05:00:00,1,32.358130123541855,15,0,17.45,33.09
2024-10-02 06:00:00,1,41.94236127943522,43,0,13.28,38.85
2024-10-02 07:00:00,1,30.07125086983551,29,0,11.75,39.87
2024-10-02 08:00:00,1,43.108133378231656,27,1,17.97,38.9
2024-10-02 09:00:00,1,34.525039783899786,49,1,14.87,37.57
2024-10-02 10:00:00,1,48.50394249309284,50,1,17.36,36.83
2024-10-02 11:00:00,1,43.454611689748106,21,1,12.35,33.6
2024-10-02 12:00:00,1,28.48983415434056,21,1,11.08,32.08
2024-10-02 13:00:00,1,30.787185693147396,13,0,11.8,33.35
2024-10-02 14:00:00,1,29.540281601360146,43,1,16.95,33.03
2024-10-02 15:00:00,1,25.45877415145221,44,1,9.98,34.93
2024-10-02 16:00:00,1,32.93668756006871,34,0,14.57,33.18
2024-10-02 17:00:00,1,29.7264382404823,26,1,12.66,34.43
2024-10-02 18:00:00,1,31.954316129520333,15,1,12.54,33.42
2024-10-02 19:00:00,1,35.58751739589537,11,0,13.04,37.65
2024-10-02 20:00:00,1,29.51282004826708,20,0,15.85,38.92
2024-10-02 21:00:00,1,29.12060244982379,13,0,14.39,35.42
2024-10-02 22:00:00,1,28.651589283916703,25,0,9.7,33.64
2024-10-02 23:00:00,1,37.243766980025384,42,0,14.31,31.87
2024-10-02 00:00:00,2,41.81392447286837,50,0,11.94,32.94
2024-10-02 01:00:00,2,36.43135551731977,34,0,14.06,38.36
2024-10-02 02:00:00,2,41.17752339700698,48,1,8.98,32.51
2024-10-02 03:00:00,2,33.62230607890773,44,0,9.51,38.07
2024-10-02 04:00:00,2,39.25300998177677,45,0,16.8,34.81
2024-10-02 05:00:00,2,50.0,10,1,16.81,38.28
2024-10-02 06:00:00,2,38.797273371074674,30,0,12.33,31.13
2024-10-02 07:00:00,2,47.380268084261566,11,0,9.33,31.76
2024-10-02 08:00:00,2,39.63842425071314,34,0,16.54,36.84
2024-10-02 09:00:00,2,40.29114808717583,50,0,14.63,38.2
2024-10-02 10:00:00,2,42.71305714711809,28,0,15.56,33.02
2024-10-02 11:00:00,2,36.122168432637366,43,0,15.64,33.05
2024-10-02 12:00:00,2,38.652342291811614,38,1,15.14,37.15
2024-10-02 13:00:00,2,30.91190805399137,24,0,14.68,33.86
2024-10-02 14:00:00,2,28.165058012256466,45,0,11.98,39.44
2024-10-02 15:00:00,2,36.60954414306612,24,1,15.2,30.04
2024-10-02 16:00:00,2,31.067952893011828,37,1,9.09,31.03
2024-10-02 17:00:00,2,25.908935867602747,36,0,14.07,36.58
2024-10-02 18:00:00,2,37.07301748355445,49,1,13.49,34.45
2024-10-02 19:00:00,2,33.87532279958243,26,1,17.04,36.1
2024-10-02 20:00:00,2,24.33945711042618,50,0,12.43,34.36
2024-10-02 21:00:00,2,31.129911897240575,20,0,11.8,39.2
2024-10-02 22:00:00,2,28.845342988614355,11,1,15.32,35.63
2024-10-02 23:00:00,2,27.962515166943533,29,0,15.38,38.58
2024-10-02 00:00:00,3,50.0,33,0,10.77,31.35
2024-10-02 01:00:00,3,35.26112475322283,16,1,10.02,32.63
2024-10-02 02:00:00,3,36.590152395803074,19,0,11.81,33.5
2024-10-02 03:00:00,3,34.78226144967634,30,1,17.78,30.61
2024-10-02 04:00:00,3,47.96756842927189,11,1,13.64,36.59
2024-10-02 05:00:00,3,41.3799368868112,34,0,17.75,32.37
2024-10-02 06:00:00,3,40.47663184514075,24,0,10.44,39.84
2024-10-02 07:00:00,3,50.0,26,0,12.35,38.37
2024-10-02 08:00:00,3,42.421313058342996,11,0,13.37,33.6
2024-10-02 09:00:00,3,50.0,40,0,16.92,33.51
2024-10-02 10:00:00,3,44.82369970995019,28,0,10.76,31.79
2024-10-02 11:00:00,3,34.280063484661774,10,0,10.38,34.46
2024-10-02 12:00:00,3,35.179307155416865,30,0,16.79,32.03
2024-10-02 13:00:00,3,32.944418250031674,42,0,13.87,30.78
2024-10-02 14:00:00,3,38.10068224476975,18,1,15.38,37.6
2024-10-02 15:00:00,3,26.34512303588734,34,1,13.74,31.23
2024-10-02 16:00:00,3,29.049441155800498,42,1,14.2,33.19
2024-10-02 17:00:00,3,20.0,25,0,11.02,36.07
2024-10-02 18:00:00,3,32.82740290337032,27,0,8.95,32.45
2024-10-02 19:00:00,3,22.637568039539552,16,0,13.38,36.27
2024-10-02 20:00:00,3,34.63763523881971,29,0,11.94,31.22
2024-10-02 21:00:00,3,38.71047701137426,42,0,9.12,30.37
2024-10-02 22:00:00,3,26.890421420185945,48,1,8.83,39.71
2024-10-02 23:00:00,3,34.603881111227864,26,1,17.92,36.14
2024-10-02 00:00:00,4,50.0,16,0,13.88,36.42
2024-10-02 01:00:00,4,45.21598532475699,20,0,15.3,37.78
2024-10-02 02:00:00,4,42.684755948401026,35,0,17.23,39.35
2024-10-02 03:00:00,4,36.1168178881479,39,1,9.25,37.15
2024-10-02 04:00:00,4,43.20121036625709,47,0,16.13,33.5
2024-10-02 05:00:00,4,37.10104799247051,49,0,16.44,34.77
2024-10-02 06:00:00,4,37.25731069896655,48,0,10.52,37.42
2024-10-02 07:00:00,4,48.99766423673353,39,0,9.53,32.44
2024-10-02 08:00:00,4,34.75075359077371,32,0,8.3,37.28
2024-10-02 09:00:00,4,34.292321445317086,12,0,15.22,37.21
2024-10-02 10:00:00,4,39.644506416514446,14,0,9.75,36.13
2024-10-02 11:00:00,4,46.91069535861767,34,1,16.94,32.36
2024-10-02 12:00:00,4,37.02415542076884,25,1,9.71,33.25
2024-10-02 13:00:00,4,24.31600331273344,14,0,17.68,31.7
2024-10-02 14:00:00,4,35.19204348427068,36,0,12.53,33.24
2024-10-02 15:00:00,4,35.93131619161308,49,0,9.37,30.27
2024-10-02 16:00:00,4,20.0,44,1,13.35,34.66
2024-10-02 17:00:00,4,37.07316877499186,38,1,14.87,34.06
2024-10-02 18:00:00,4,41.08625632835241,45,0,16.89,33.37
2024-10-02 19:00:00,4,30.469597935173876,47,0,8.7,33.03
2024-10-02 20:00:00,4,27.348562202411287,30,0,17.03,35.46
2024-10-02 21:00:00,4,25.783939255970136,19,0,10.56,37.16
2024-10-02 22:00:00,4,30.122532641005957,24,0,12.0,35.71
2024-10-02 23:00:00,4,28.76342285383921,26,0,14.08,34.41
2024-10-02 00:00:00,5,32.241121222986656,25,0,14.06,31.53
2024-10-02 01:00:00,5,44.39384052918952,34,0,8.05,38.66
2024-10-02 02:00:00,5,39.20542965665492,33,0,13.83,34.09
2024-10-02 03:00:00,5,36.5215484882503,29,0,15.23,32.33
2024-10-02 04:00:00,5,31.40887926389474,26,1,12.09,35.86
2024-10-02 05:00:00,5,42.565053161570226,45,0,15.62,34.06
2024-10-02 06:00:00,5,40.25659956735224,50,0,16.54,34.16
2024-10-02 07:00:00,5,37.9305730312747,50,1,12.78,37.68
2024-10-02 08:00:00,5,32.99320053009644,23,1,9.9,39.66
2024-10-02 09:00:00,5,44.177727402220455,34,0,8.67,30.06
2024-10-02 10:00:00,5,32.68154221532953,25,0,9.97,34.63
2024-10-02 11:00:00,5,39.687661015944556,29,1,17.65,37.97
2024-10-02 12:00:00,5,26.565626163072533,28,0,10.09,30.35
2024-10-02 13:00:00,5,26.685133950316008,46,0,10.17,34.06
2024-10-02 14:00:00,5,28.194272548430988,27,0,8.67,30.45
2024-10-02 15:00:00,5,39.37692158286507,16,0,8.86,36.03
2024-10-02 16:00:00,5,31.926344898139504,23,1,17.76,39.46
2024-10-02 17:00:00,5,32.70104562470657,49,0,12.94,33.9
2024-10-02 18:00:00,5,30.796928640168943,50,1,10.55,34.38
2024-10-02 19:00:00,5,33.37965881262638,18,0,10.34,39.11
2024-10-02 20:00:00,5,34.609871664537195,38,1,11.89,37.67
2024-10-02 21:00:00,5,27.154706918031824,10,0,8.0,30.95
2024-10-02 22:00:00,5,24.077615127133313,26,1,8.46,31.82
2024-10-02 23:00:00,5,26.833957591102212,50,1,17.03,37.17
2024-10-03 00:00:00,1,41.39531574273035,38,0,16.65,32.3
2024-10-03 01:00:00,1,36.73385234135408,37,0,11.61,37.09
2024-10-03 02:00:00,1,39.655835472956255,35,0,16.74,39.41
2024-10-03 03:00:00,1,42.94129958469932,41,0,16.86,37.66
2024-10-03 04:00:00,1,38.8390255917619,33,1,12.63,35.72
2024-10-03 05:00:00,1,43.57213102610416,21,0,9.67,33.02
2024-10-03 06:00:00,1,38.527462959884744,27,0,11.45,37.73
2024-10-03 07:00:00,1,35.34249770130392,23,0,9.73,35.89
2024-10-03 08:00:00,1,34.24293340742792,24,0,14.32,31.68
2024-10-03 09:00:00,1,40.81201778763184,16,1,12.93,30.75
2024-10-03 10:00:00,1,36.29247105766348,12,0,15.95,32.09
2024-10-03 11:00:00,1,41.257476924201036,42,0,15.42,34.27
2024-10-03 12:00:00,1,27.3208946901634,15,0,15.74,30.87
2024-10-03 13:00:00,1,24.652903517185788,22,0,15.2,38.68
2024-10-03 14:00:00,1,31.102179562786,13,0,11.02,35.15
2024-10-03 15:00:00,1,37.91067903023559,34,0,17.3,35.02
2024-10-03 16:00:00,1,26.88203695428966,25,0,8.34,34.35
2024-10-03 17:00:00,1,26.824486811480813,40,1,12.0,32.87
2024-10-03 18:00:00,1,31.680872581320276,30,0,12.3,31.92
2024-10-03 19:00:00,1,24.16794051965515,22,0,10.04,35.48
2024-10-03 20:00:00,1,31.222753888322483,36,0,10.61,37.1
2024-10-03 21:00:00,1,34.88121419910317,39,1,8.1,36.47
2024-10-03 22:00:00,1,30.69295239538912,35,0,8.02,38.29
2024-10-03 23:00:00,1,26.97065397887019,35,0,13.88,32.5
2024-10-03 00:00:00,2,45.15294230366955,27,0,10.05,37.94
2024-10-03 01:00:00,2,43.42118820727581,47,0,8.96,37.73
2024-10-03 02:00:00,2,43.74806186627655,12,1,9.35,39.69
2024-10-03 03:00:00,2,42.87691954868633,16,0,14.49,33.09
2024-10-03 04:00:00,2,36.53584647288537,20,0,14.41,30.93
2024-10-03 05:00:00,2,25.891919910078755,13,0,8.87,32.75
2024-10-03 06:00:00,2,43.34571594911632,44,0,15.7,38.77
2024-10-03 07:00:00,2,39.688978895211996,40,1,17.11,32.49
2024-10-03 08:00:00,2,39.5272085200113,20,1,10.63,35.91
2024-10-03 09:00:00,2,38.05217199362065,29,1,12.41,30.31
2024-10-03 10:00:00,2,38.63414952319094,20,0,17.63,38.38
2024-10-03 11:00:00,2,42.15328988750211,45,0,13.71,33.06
2024-10-03 12:00:00,2,29.840433638893355,43,1,8.89,30.3
2024-10-03 13:00:00,2,24.3339583109023,27,0,11.74,37.44
2024-10-03 14:00:00,2,24.291679248680147,17,0,8.28,31.65
2024-10-03 15:00:00,2,22.91835866965079,36,1,9.56,35.34
2024-10-03 16:00:00,2,32.80353843583795,43,0,12.8,38.46
2024-10-03 17:00:00,2,32.59071554624394,49,0,9.52,34.48
2024-10-03 18:00:00,2,31.523981218466812,15,0,13.45,36.98
2024-10-03 19:00:00,2,21.39558477073691,48,0,12.61,38.28
2024-10-03 20:00:00,2,21.665321934942117,32,1,16.55,38.48
2024-10-03 21:00:00,2,26.89241875716879,48,0,13.56,39.47
2024-10-03 22:00:00,2,24.89633241174694,49,0,10.49,38.13
2024-10-03 23:00:00,2,28.652045569837334,17,0,14.31,37.23
2024-10-03 00:00:00,3,39.68202370520643,48,1,8.05,33.18
2024-10-03 01:00:00,3,44.92457697116797,47,0,10.92,39.83
2024-10-03 02:00:00,3,35.16208854839815,32,1,9.64,38.67
2024-10-03 03:00:00,3,40.96116906170573,20,0,13.84,31.58
2024-10-03 04:00:00,3,43.5956306745676,34,0,12.0,39.55
2024-10-03 05:00:00,3,42.901474073167805,48,0,11.32,35.05
2024-10-03 06:00:00,3,36.48730776204892,23,0,11.07,33.47
2024-10-03 07:00:00,3,46.461426302845624,46,1,9.04,35.73
2024-10-03 08:00:00,3,26.36201000355435,41,0,11.99,30.39
2024-10-03 09:00:00,3,40.60102024518595,15,1,14.85,30.36
2024-10-03 10:00:00,3,36.799757502786164,46,0,13.87,36.14
2024-10-03 11:00:00,3,50.0,46,0,16.98,36.67
2024-10-03 12:00:00,3,29.536703376479146,45,1,9.46,35.36
2024-10-03 13:00:00,3,29.667881455418865,28,1,8.24,32.62
2024-10-03 14:00:00,3,33.349453942846495,20,0,12.65,37.19
2024-10-03 15:00:00,3,29.38049490109603,13,1,12.25,30.59
2024-10-03 16:00:00,3,32.455868556589195,30,0,17.34,36.12
2024-10-03 17:00:00,3,29.342654553279388,22,0,9.51,34.59
2024-10-03 18:00:00,3,23.96149199739158,48,1,14.61,35.32
2024-10-03 19:00:00,3,30.329416153692176,46,0,10.89,36.0
2024-10-03 20:00:00,3,33.78513279545394,28,0,17.55,31.1
2024-10-03 21:00:00,3,28.15138951553324,22,0,9.62,34.71
2024-10-03 22:00:00,3,30.030868303119696,34,0,10.87,33.17
2024-10-03 23:00:00,3,20.48407993181449,13,0,11.97,30.22
2024-10-03 00:00:00,4,40.57188057878831,47,0,11.26,38.59
2024-10-03 01:00:00,4,36.436498884874,46,1,11.96,33.94
2024-10-03 02:00:00,4,35.71694283699545,34,0,10.77,35.37
2024-10-03 03:00:00,4,36.55075543530063,17,0,10.14,39.83
2024-10-03 04:00:00,4,37.22907873060863,22,1,12.94,32.8
2024-10-03 05:00:00,4,40.026618551716375,14,0,16.39,32.69
2024-10-03 06:00:00,4,38.4687357749327,14,1,10.11,36.24
2024-10-03 07:00:00,4,41.128245579258774,19,0,13.65,33.17
2024-10-03 08:00:00,4,37.78640019001854,13,1,17.77,38.93
2024-10-03 09:00:00,4,42.86591905454239,25,0,17.82,36.68
2024-10-03 10:00:00,4,30.06180517578654,18,0,16.12,38.81
2024-10-03 11:00:00,4,39.812553620838436,16,0,15.6,39.53
2024-10-03 12:00:00,4,20.0,39,0,14.14,35.0
2024-10-03 13:00:00,4,27.157116992737002,17,0,16.95,31.25
2024-10-03 14:00:00,4,20.0,13,1,17.64,38.49
2024-10-03 15:00:00,4,38.840587654108774,39,1,15.39,38.07
2024-10-03 16:00:00,4,32.368855674403186,30,1,17.4,31.34
2024-10-03 17:00:00,4,28.099242901443418,44,0,17.94,39.98
2024-10-03 18:00:00,4,25.45020533024217,27,1,14.45,30.83
2024-10-03 19:00:00,4,23.034279417349495,20,1,14.01,36.94
2024-10-03 20:00:00,4,28.390015919048054,49,0,8.2,32.23
2024-10-03 21:00:00,4,24.982121043441936,10,0,8.66,33.51
2024-10-03 22:00:00,4,25.26820982190977,38,1,14.4,32.8
2024-10-03 23:00:00,4,32.05066307259718,49,0,13.39,32.13
2024-10-03 00:00:00,5,34.77490346848385,35,0,17.79,35.51
2024-10-03 01:00:00,5,46.104829020168296,25,0,11.16,38.46
2024-10-03 02:00:00,5,38.76075779535326,12,0,15.58,39.68
2024-10-03 03:00:00,5,34.10832926903413,42,0,11.9,34.03
2024-10-03 04:00:00,5,38.02054377022751,36,0,15.72,32.05
2024-10-03 05:00:00,5,35.97919501960477,44,1,14.04,33.26
2024-10-03 06:00:00,5,44.45476512252989,28,1,11.93,38.28
2024-10-03 07:00:00,5,40.92415678414597,24,1,15.77,33.28
2024-10-03 08:00:00,5,34.73225011703679,26,0,15.94,33.71
2024-10-03 09:00:00,5,38.329226874125226,44,1,13.8,32.47
2024-10-03 10:00:00,5,49.54544667816377,48,0,9.62,32.95
2024-10-03 11:00:00,5,37.58418962593728,25,0,12.26,32.51
2024-10-03 12:00:00,5,28.164521801133088,24,0,15.17,31.13
2024-10-03 13:00:00,5,26.70089972039113,15,1,11.86,33.75
2024-10-03 14:00:00,5,27.59075331375412,19,1,15.69,30.47
2024-10-03 15:00:00,5,31.48562721435308,36,0,14.26,30.62
2024-10-03 16:00:00,5,32.356868658456456,43,0,11.94,33.6
2024-10-03 17:00:00,5,26.801208024986718,18,0,9.92,31.93
2024-10-03 18:00:00,5,30.992905714926362,40,0,10.27,39.43
2024-10-03 19:00:00,5,32.41422497157456,41,1,14.81,31.26
2024-10-03 20:00:00,5,29.437853036714124,49,0,11.11,32.65
2024-10-03 21:00:00,5,33.61274086236333,18,1,15.39,33.69
2024-10-03 22:00:00,5,36.78494300696234,24,0,9.31,35.28
2024-10-03 23:00:00,5,23.092328822493045,45,0,9.07,32.61
2024-10-04 00:00:00,1,39.0559235496836,26,1,12.47,36.05
2024-10-04 01:00:00,1,39.237196988566076,13,0,16.4,36.2
2024-10-04 02:00:00,1,38.82175152120503,28,0,11.25,35.91
2024-10-04 03:00:00,1,38.29740089332115,32,0,9.98,30.01
2024-10-04 04:00:00,1,38.5143875744024,38,0,15.04,33.56
2024-10-04 05:00:00,1,43.1426440980114,23,0,12.91,30.01
2024-10-04 06:00:00,1,43.767389653991835,13,0,8.88,35.27
2024-10-04 07:00:00,1,44.68016222080253,16,0,10.3,33.66
2024-10-04 08:00:00,1,32.432332747959954,29,0,14.59,38.66
2024-10-04 09:00:00,1,44.697194381488586,48,1,17.8,39.87
2024-10-04 10:00:00,1,43.83256978959702,24,1,17.45,36.43
2024-10-04 11:00:00,1,31.964484722479064,41,0,8.7,39.75
2024-10-04 12:00:00,1,27.736939876127433,39,0,15.02,34.73
2024-10-04 13:00:00,1,29.061049708911813,28,0,9.5,39.51
2024-10-04 14:00:00,1,29.902065027303117,20,0,17.78,34.68
2024-10-04 15:00:00,1,21.34884721594927,27,0,16.16,30.48
2024-10-04 16:00:00,1,23.12176662780919,25,1,17.79,31.67
2024-10-04 17:00:00,1,28.1795064273769,12,0,16.82,31.96
2024-10-04 18:00:00,1,31.23058409678889,25,0,16.66,34.05
2024-10-04 19:00:00,1,30.479487665738596,45,0,16.05,37.79
2024-10-04 20:00:00,1,27.31223572517152,39,1,9.56,33.86
2024-10-04 21:00:00,1,23.223993625647665,45,0,11.44,34.82
2024-10-04 22:00:00,1,29.11580486451245,47,0,14.45,34.6
2024-10-04 23:00:00,1,20.0,39,1,10.37,32.25
2024-10-04 00:00:00,2,38.743734244289165,39,1,14.09,33.45
2024-10-04 01:00:00,2,45.26853058721452,19,0,16.43,31.08
2024-10-04 02:00:00,2,32.25833208469429,12,0,17.2,32.56
2024-10-04 03:00:00,2,39.90220825545919,37,1,8.68,34.77
2024-10-04 04:00:00,2,35.728608890006015,29,1,8.96,30.12
2024-10-04 05:00:00,2,38.95023794389797,32,0,14.72,38.76
2024-10-04 06:00:00,2,40.359285201028555,33,0,12.4,32.69
2024-10-04 07:00:00,2,43.14433435728938,34,0,8.64,31.46
2024-10-04 08:00:00,2,45.14569609868275,39,0,15.3,38.04
2024-10-04 09:00:00,2,42.11065356819071,45,0,16.0,36.39
2024-10-04 10:00:00,2,36.18232132768464,14,0,10.19,33.99
2024-10-04 11:00:00,2,36.10751664895941,23,0,11.71,31.43
2024-10-04 12:00:00,2,43.80291841233732,46,1,10.36,38.3
2024-10-04 13:00:00,2,28.37763534718558,24,1,12.3,35.9
2024-10-04 14:00:00,2,24.41941305805137,17,0,9.13,31.52
